Player,Pos,Age,Team,Games,Minutes Played,Fields Goal,Fields Goal Attempted,3-points Field Goal,3-points Field Goal Attempted,2-points Field Goal,2-points Field Goal Attempted,Free Throws,Free Throws Attempted,Personal Fouls,Points,Rank,Year
E'Twaun Moore,SG,28,NOP,82,31.5,5.2,,1.6,,3.6,6.5,0.6,0.8,2.2,12.5,349,2018
Eric Moreland,PF,26,DET,67,12.0,1.0,,0.0,0.0,1.0,1.8,0.2,0.4,1.7,2.1,350,2018
Jaylen Morris,SG,22,ATL,6,16.3,2.2,5.3,0.3,,,3.7,0.0,0.0,0.3,4.7,351,2018
Marcus Morris,PF,28,BOS,54,26.7,4.9,,1.6,4.3,3.3,7.0,2.3,2.9,1.9,13.6,352,2018
Markieff Morris,PF,28,WAS,73,27.0,4.5,,1.0,2.8,3.5,6.6,1.4,1.8,3.0,11.5,353,2018
Monte Morris,PG,22,DEN,3,8.3,1.3,2.0,0.0,0.3,,1.7,0.7,0.7,0.3,3.3,354,2018
Johnathan Motley,PF,22,DAL,11,16.0,3.6,6.8,0.1,0.5,,6.3,1.4,2.5,1.6,8.7,355,2018
Timofey Mozgov,C,31,BRK,31,11.6,1.7,,0.1,0.6,,2.4,0.7,1.0,1.3,4.2,356,2018
Emmanuel Mudiay,PG,21,TOT,64,19.5,3.2,8.2,0.7,2.3,2.5,5.9,1.5,2.0,1.3,8.6,357,2018
Emmanuel Mudiay,PG,21,DEN,42,17.9,3.1,7.7,0.9,2.4,2.2,5.2,1.5,1.9,1.1,8.5,357,2018
Emmanuel Mudiay,PG,21,NYK,22,22.4,3.4,9.3,0.4,2.1,,7.2,1.6,2.3,1.5,8.8,357,2018
Shabazz Muhammad,SF-SG,25,TOT,43,9.7,2.0,,0.2,0.6,1.8,3.7,0.9,1.2,,5.0,358,2018
Shabazz Muhammad,SF,25,MIN,32,9.4,1.5,,0.1,0.6,,3.2,0.7,1.0,0.7,3.8,358,2018
Shabazz Muhammad,SG,25,MIL,11,10.6,3.4,,0.3,,,5.4,1.5,1.7,0.6,8.5,358,2018
Xavier Munford,SG,25,MIL,6,3.5,0.2,,0.0,,,0.7,0.2,0.3,0.7,0.5,359,2018
Dejounte Murray,PG,21,SAS,81,21.5,3.3,7.5,0.1,0.4,3.2,7.1,1.3,1.8,1.9,8.1,360,2018
Jamal Murray,PG,20,DEN,81,31.7,5.9,13.1,2.0,5.4,3.9,7.7,2.8,3.1,2.1,16.7,361,2018
Mike Muscala,C,26,ATL,53,20.0,2.7,,1.2,3.2,1.5,2.7,1.1,1.2,1.5,7.6,362,2018
Abdel Nader,SF,24,BOS,48,10.9,1.0,3.1,0.5,1.4,0.6,1.8,0.5,0.8,0.9,3.0,363,2018
Larry Nance Jr.,C,25,TOT,66,21.5,3.6,,0.0,0.2,3.6,6.1,1.4,2.1,2.6,8.7,364,2018
Larry Nance Jr.,C,25,LAL,42,22.0,3.6,,0.0,0.1,3.6,5.9,1.3,2.1,2.7,8.6,364,2018
Larry Nance Jr.,C,25,CLE,24,20.8,3.7,,0.0,0.3,,6.3,1.5,2.1,2.5,8.9,364,2018
Shabazz Napier,PG,26,POR,74,20.7,3.0,,1.1,2.9,1.9,4.2,1.6,1.9,1.1,8.7,365,2018
Jameer Nelson,PG,35,TOT,50,20.3,1.9,,0.8,2.5,1.1,2.4,0.3,0.4,1.6,4.9,366,2018
Jameer Nelson,PG,35,NOP,43,20.9,2.0,,0.9,2.6,1.0,2.2,0.3,0.4,1.6,5.1,366,2018
Jameer Nelson,PG,35,DET,7,16.6,1.6,,0.1,2.0,,3.6,0.4,0.4,2.0,3.7,366,2018
Raul Neto,PG,25,UTA,41,12.1,1.7,,0.5,1.1,1.2,2.5,0.6,0.9,0.9,4.5,367,2018
Georges Niang,PF,24,UTA,9,3.6,0.4,1.2,0.0,0.4,,0.8,0.1,0.2,0.1,1.0,368,2018
Joakim Noah,C,32,NYK,7,5.7,0.7,,0.0,0.0,,1.4,0.3,0.6,0.7,1.7,369,2018
Nerlens Noel,C,23,DAL,30,15.7,1.8,3.5,0.0,0.0,,3.5,0.7,0.9,2.0,4.4,370,2018
Lucas Nogueira,C,25,TOR,49,8.5,1.0,,0.1,0.4,0.9,1.2,0.4,0.6,1.0,2.5,371,2018
Dirk Nowitzki,C,39,DAL,77,24.7,4.5,,1.8,4.4,2.7,5.5,1.3,1.4,1.9,12.0,372,2018
Frank Ntilikina,PG,19,NYK,78,21.9,2.3,6.4,0.6,2.0,1.7,4.4,0.6,0.9,2.3,5.9,373,2018
Jusuf Nurkić,C,23,POR,79,26.4,6.1,12.0,0.0,0.1,6.1,11.9,2.2,3.5,3.1,14.3,374,2018
David Nwaba,SG,25,CHI,70,23.5,2.9,,0.3,,2.6,5.3,1.9,2.9,2.3,7.9,375,2018
Johnny O'Bryant,PF,24,CHO,36,10.5,1.9,4.8,0.4,1.2,1.5,3.6,0.6,0.7,1.3,4.8,376,2018
Royce O'Neale,SF,24,UTA,69,16.7,1.7,4.1,0.6,1.7,1.1,2.4,0.9,1.1,1.5,5.0,377,2018
Kyle O'Quinn,C,27,NYK,77,18.0,2.9,,0.1,0.2,2.9,4.8,1.3,1.6,2.5,7.1,378,2018
Semi Ojeleye,PF,23,BOS,73,15.8,0.9,2.6,0.5,1.7,0.3,0.9,0.3,0.6,1.2,2.7,379,2018
Emeka Okafor,C,35,NOP,26,13.6,1.8,,0.0,0.0,,3.7,0.7,0.8,1.2,4.4,380,2018
Jahlil Okafor,C,22,TOT,28,12.6,2.8,4.9,0.0,0.1,,4.8,0.8,1.0,1.8,6.3,381,2018
Jahlil Okafor,C,22,PHI,2,12.5,2.0,4.5,0.0,0.0,,4.5,1.0,2.0,3.5,5.0,381,2018
Jahlil Okafor,C,22,BRK,26,12.6,2.8,5.0,0.0,0.2,,4.8,0.7,1.0,1.7,6.4,381,2018
Victor Oladipo,SG,25,IND,75,34.0,8.5,,2.1,,6.4,12.1,3.9,4.9,2.3,23.1,382,2018
Kelly Olynyk,PF,26,MIA,76,23.4,4.2,,1.4,3.7,2.8,4.7,1.8,2.3,2.9,11.5,383,2018
Chinanu Onuaku,C,21,HOU,1,22.0,2.0,5.0,0.0,0.0,,5.0,0.0,0.0,4.0,4.0,384,2018
Cedi Osman,SF,22,CLE,61,11.0,1.5,3.0,0.5,1.4,1.0,1.6,0.4,0.8,1.3,3.9,385,2018
Kelly Oubre Jr.,SF,22,WAS,81,27.5,3.9,9.8,1.6,4.6,2.4,5.2,2.4,2.9,2.9,11.8,386,2018
Zaza Pachulia,C,33,GSW,69,14.1,2.2,,0.0,0.0,2.2,3.8,1.1,1.3,1.8,5.4,387,2018
Marcus Paige,PG,24,CHO,5,5.6,0.8,2.8,0.4,1.6,,1.2,0.4,0.4,0.0,2.4,388,2018
Georgios Papagiannis,C,20,TOT,17,7.2,1.1,2.5,0.0,0.0,,2.5,0.0,0.0,0.7,2.1,389,2018
Georgios Papagiannis,C,20,SAC,16,7.4,1.1,2.6,0.0,0.0,,2.6,0.0,0.0,0.8,2.1,389,2018
Georgios Papagiannis,C,20,POR,1,4.0,1.0,1.0,0.0,0.0,,1.0,0.0,0.0,0.0,2.0,389,2018
Jabari Parker,PF,22,MIL,31,24.0,5.2,10.7,1.0,2.6,,8.1,1.3,1.7,1.6,12.6,390,2018
Tony Parker,PG,35,SAS,55,19.5,3.2,,0.2,0.7,3.1,6.4,1.0,1.4,0.9,7.7,391,2018
Chandler Parsons,SF,29,MEM,36,19.2,3.0,,1.4,3.4,1.6,3.1,0.5,0.8,1.5,7.9,392,2018
Patrick Patterson,PF,28,OKC,82,15.5,1.3,,0.8,2.1,0.5,1.2,0.5,0.6,1.1,3.9,393,2018
Justin Patton,C,20,MIN,1,4.0,1.0,2.0,0.0,0.0,,2.0,0.0,0.0,1.0,2.0,394,2018
Brandon Paul,SG,26,SAS,64,9.0,0.9,,0.2,,0.6,1.1,0.3,0.7,0.9,2.3,395,2018
Chris Paul,PG,32,HOU,58,31.8,6.3,,2.5,6.5,3.8,7.2,3.5,3.8,2.4,18.6,396,2018
Adreian Payne,PF,26,ORL,5,8.6,1.4,,0.4,0.6,,1.4,1.0,1.2,1.2,4.2,397,2018
Cameron Payne,PG,23,CHI,25,23.3,3.5,8.6,1.4,3.6,,5.0,0.5,0.6,1.8,8.8,398,2018
Elfrid Payton,PG,23,TOT,63,28.7,5.2,10.6,0.5,1.5,4.7,9.1,1.7,2.7,2.3,12.7,399,2018
Elfrid Payton,PG,23,ORL,44,28.6,5.4,10.4,0.6,1.5,4.8,8.9,1.6,2.6,2.2,13.0,399,2018
Elfrid Payton,PG,23,PHO,19,29.0,4.8,11.0,0.3,1.3,,9.7,1.9,2.8,2.6,11.8,399,2018
Gary Payton II,PG,25,TOT,23,9.6,1.3,,0.3,1.1,,2.1,0.1,0.4,1.3,3.0,400,2018
Gary Payton II,PG,25,MIL,12,8.8,1.1,,0.2,1.0,,1.8,0.2,0.3,1.4,2.5,400,2018
Gary Payton II,PG,25,LAL,11,10.5,1.5,,0.4,1.2,,2.5,0.1,0.5,1.2,3.5,400,2018
Kendrick Perkins,C,33,CLE,1,15.0,1.0,,0.0,0.0,,2.0,1.0,2.0,1.0,3.0,401,2018
London Perrantes,PG,23,CLE,14,4.7,0.1,0.9,0.0,0.2,,0.7,0.2,0.4,0.4,0.5,402,2018
Alec Peters,PF,22,PHO,20,11.3,1.4,3.7,0.9,2.9,,0.8,0.4,0.5,0.7,4.1,403,2018
Marshall Plumlee,C,25,MIL,8,6.5,0.1,,0.0,0.0,,0.4,1.5,2.0,1.3,1.8,404,2018
Mason Plumlee,C,27,DEN,74,19.4,3.0,,0.0,0.0,3.0,5.0,1.1,2.4,2.5,7.1,405,2018
Miles Plumlee,C,29,ATL,55,16.7,1.9,,0.0,0.0,1.9,3.3,0.5,1.1,1.4,4.3,406,2018
Jakob Poeltl,C,22,TOR,82,18.6,3.1,4.7,0.0,0.0,3.1,4.7,0.7,1.2,2.6,6.9,407,2018
Quincy Pondexter,SF,29,CHI,23,8.5,0.6,,0.1,1.0,,1.2,0.6,0.7,1.0,2.0,408,2018
Otto Porter,SF,24,WAS,77,31.6,5.8,11.5,1.8,4.1,4.0,7.4,1.4,1.7,2.0,14.7,409,2018
Bobby Portis,PF,22,CHI,73,22.5,5.2,11.1,1.1,3.1,4.1,8.1,1.6,2.1,1.8,13.2,410,2018
Kristaps Porziņģis,PF,22,NYK,48,32.4,8.1,18.5,1.9,4.8,6.3,13.8,4.5,5.7,2.9,22.7,411,2018
Dwight Powell,C,26,DAL,79,21.2,3.2,,0.4,1.1,2.9,4.4,1.7,2.3,2.4,8.5,412,2018
Norman Powell,SG,24,TOR,70,15.2,2.1,5.3,0.8,,1.4,2.7,0.5,0.6,1.6,5.5,413,2018
Alex Poythress,PF,24,IND,25,4.2,0.4,1.0,0.2,0.4,,0.6,0.0,0.0,0.6,1.0,414,2018
Taurean Prince,SF,23,ATL,82,30.0,5.1,11.9,2.1,5.6,2.9,6.3,1.9,2.2,2.0,14.1,415,2018
Jacob Pullen,PG,28,PHI,3,2.0,0.3,,0.0,0.3,,0.3,0.0,0.0,0.0,0.7,416,2018
Rodney Purvis,SG,23,ORL,16,18.1,2.2,6.7,0.8,,,3.4,0.8,0.9,1.6,6.0,417,2018
Zhou Qi,C,22,HOU,18,6.9,0.3,1.8,0.1,1.1,,0.7,0.4,0.7,0.8,1.2,418,2018
Tim Quarterman,SG,23,HOU,3,4.3,0.3,1.0,0.0,,,0.3,0.7,0.7,0.3,1.3,419,2018
Ivan Rabb,PF,20,MEM,36,14.3,2.4,4.2,0.0,0.0,2.4,4.2,0.8,1.0,1.5,5.6,420,2018
Julius Randle,C,23,LAL,82,26.7,6.1,11.0,0.1,0.5,6.0,10.5,3.7,5.2,3.3,16.1,421,2018
Zach Randolph,PF,36,SAC,59,25.6,6.1,,0.9,2.5,5.3,10.4,1.4,1.8,2.0,14.5,422,2018
Xavier Rathan-Mayes,SG,23,MEM,5,23.6,2.4,8.4,0.2,,,5.6,0.8,1.8,3.6,5.8,423,2018
J.J. Redick,SG,33,PHI,70,30.2,5.8,,2.8,,3.0,6.0,2.8,3.1,1.8,17.1,424,2018
Davon Reed,SG,22,PHO,21,11.5,1.0,3.6,0.5,,,1.8,0.4,0.6,0.8,3.0,425,2018
Willie Reed,C,27,TOT,42,10.2,1.9,,0.0,0.0,1.9,2.8,0.8,1.3,1.3,4.6,426,2018
Willie Reed,C,27,LAC,39,10.7,2.1,,0.0,0.1,2.0,3.0,0.8,1.4,1.4,4.9,426,2018
Willie Reed,C,27,DET,3,3.0,0.3,,0.0,0.0,,0.3,0.0,0.0,1.0,0.7,426,2018
Josh Richardson,SF,24,MIA,81,33.2,4.9,10.9,1.6,4.1,3.4,6.8,1.5,1.8,2.5,12.9,427,2018
Malachi Richardson,SG,22,TOT,26,12.5,1.2,3.5,0.5,,,1.9,0.7,0.8,1.0,3.4,428,2018
Malachi Richardson,SG,22,SAC,25,12.8,1.2,3.5,0.5,,,2.0,0.7,0.9,1.1,3.5,428,2018
Malachi Richardson,SG,22,TOR,1,5.0,1.0,2.0,0.0,,,1.0,0.0,0.0,0.0,2.0,428,2018
Austin Rivers,SG,25,LAC,61,33.7,5.6,,2.2,,3.4,7.3,1.7,2.6,2.5,15.1,429,2018
Andre Roberson,SG,26,OKC,39,26.6,2.2,,0.2,,2.0,3.2,0.3,1.0,2.3,5.0,430,2018
Devin Robinson,SF,22,WAS,1,13.0,1.0,3.0,0.0,0.0,,3.0,0.0,0.0,2.0,2.0,431,2018
Glenn Robinson III,SF,24,IND,23,14.7,1.6,3.7,0.6,1.5,,2.2,0.4,0.5,0.6,4.1,432,2018
Rajon Rondo,PG,31,NOP,65,26.2,3.6,,0.8,2.3,2.8,5.3,0.4,0.7,1.8,8.3,433,2018
Derrick Rose,PG,29,TOT,25,16.8,3.2,,0.3,1.2,,6.2,1.6,1.8,0.6,8.4,434,2018
Derrick Rose,PG,29,CLE,16,19.3,3.6,,0.4,1.5,,6.8,2.2,2.6,0.9,9.8,434,2018
Derrick Rose,PG,29,MIN,9,12.4,2.6,,0.1,0.7,,5.3,0.6,0.6,0.2,5.8,434,2018
Terrence Ross,SG,26,ORL,24,25.0,3.2,,1.3,,,4.1,1.1,1.5,1.9,8.7,435,2018
Terry Rozier,PG,23,BOS,80,25.9,4.0,10.0,1.9,5.0,2.0,5.0,1.4,1.9,1.5,11.3,436,2018
Ricky Rubio,PG,27,UTA,77,29.3,4.5,,1.2,3.5,3.2,7.2,2.9,3.3,2.7,13.1,437,2018
D'Angelo Russell,PG,21,BRK,48,25.7,5.8,14.0,1.9,5.8,3.9,8.2,2.0,2.7,1.9,15.5,438,2018
Domantas Sabonis,C,21,IND,74,24.5,4.6,8.9,0.2,0.5,4.4,8.4,2.3,3.0,3.0,11.6,439,2018
JaKarr Sampson,SF,24,SAC,22,15.6,2.0,3.7,0.2,0.5,,3.2,0.5,0.7,2.2,4.7,440,2018
Dario Šarić,PF,23,PHI,78,29.6,5.2,11.4,2.0,5.1,3.2,6.3,2.3,2.7,2.1,14.6,441,2018
Tomáš Satoranský,SG,26,WAS,73,22.5,2.8,,0.6,,2.1,3.9,1.0,1.3,1.8,7.2,442,2018
Dennis Schröder,PG,24,ATL,67,31.0,7.5,17.1,1.1,3.9,6.3,13.2,3.4,4.0,2.2,19.4,443,2018
Mike Scott,PF,29,WAS,76,18.5,3.6,,0.9,2.1,2.8,4.8,0.7,1.0,1.9,8.8,444,2018
Thabo Sefolosha,SF,33,UTA,38,21.2,3.1,,0.8,2.2,2.3,4.1,1.2,1.4,1.6,8.2,445,2018
Wayne Selden,SG,23,MEM,35,19.8,3.3,7.7,1.4,,1.9,4.2,1.3,1.7,1.7,9.3,446,2018
Ramon Sessions,PG,31,TOT,28,14.0,1.5,,0.3,0.9,,3.3,1.6,2.0,1.0,4.9,447,2018
Ramon Sessions,PG,31,NYK,13,12.8,1.3,,0.2,0.8,,3.2,0.9,1.2,1.1,3.7,447,2018
Ramon Sessions,PG,31,WAS,15,15.0,1.7,,0.4,1.0,,3.3,2.1,2.8,1.0,5.9,447,2018
Iman Shumpert,SG,27,CLE,14,19.7,1.6,,0.5,,,2.3,0.8,1.1,1.6,4.4,448,2018
Pascal Siakam,PF,23,TOR,81,20.7,3.1,6.1,0.4,1.6,2.8,4.5,0.7,1.1,2.0,7.3,449,2018
Xavier Silas,SG,30,BOS,2,3.5,0.0,,0.0,,,0.5,0.0,0.0,0.5,0.0,450,2018
Ben Simmons,PG,21,PHI,81,33.7,6.7,12.3,0.0,0.1,6.7,12.2,2.4,4.2,2.6,15.8,451,2018
Jonathon Simmons,SG,28,ORL,69,29.4,5.1,,1.0,,4.1,8.1,2.7,3.5,2.5,13.9,452,2018
Kobi Simmons,PG,20,MEM,32,20.1,2.5,5.9,0.3,1.2,,4.7,0.8,0.8,1.9,6.1,453,2018
Kyle Singler,SF,29,OKC,12,4.9,0.6,,0.2,0.4,,1.3,0.6,1.1,0.3,1.9,454,2018
Marcus Smart,SG,23,BOS,54,29.9,3.5,9.5,1.4,,2.1,4.9,1.8,2.5,2.5,10.2,455,2018
Dennis Smith Jr.,PG,20,DAL,69,29.7,5.9,14.8,1.5,4.9,4.3,9.9,1.9,2.8,2.2,15.2,456,2018
Ish Smith,PG,29,DET,82,24.9,4.7,,0.4,1.2,4.3,8.5,1.0,1.4,1.7,10.9,457,2018
J.R. Smith,SG,32,CLE,80,28.1,3.0,,1.8,,1.2,2.7,0.5,0.7,2.0,8.3,458,2018
Jason Smith,C,31,WAS,33,8.6,1.4,,0.1,1.0,,2.5,0.6,0.6,1.3,3.4,459,2018
Josh Smith,PF,32,NOP,3,4.0,0.3,,0.0,0.0,,1.3,0.0,0.0,1.0,0.7,460,2018
Tony Snell,SG,26,MIL,75,27.4,2.5,,1.4,,1.0,2.1,0.5,0.6,1.5,6.9,461,2018
Marreese Speights,C,30,ORL,52,13.0,2.7,,1.7,4.5,1.0,2.2,0.8,1.1,2.0,7.7,462,2018
Nik Stauskas,SG,24,TOT,41,12.8,1.5,3.8,1.0,,0.5,1.3,0.5,0.7,0.6,4.4,463,2018
Nik Stauskas,SG,24,PHI,6,7.5,0.2,0.7,0.0,,,0.5,0.3,0.3,0.5,0.7,463,2018
Nik Stauskas,SG,24,BRK,35,13.7,1.7,4.3,1.1,,0.5,1.5,0.5,0.8,0.6,5.1,463,2018
Lance Stephenson,SG,27,IND,82,22.6,3.7,,0.8,,2.9,5.8,1.0,1.5,2.2,9.2,464,2018
David Stockton,PG,26,UTA,3,3.0,0.7,,0.7,1.0,,0.0,1.3,1.3,1.0,3.3,465,2018
Julyan Stone,SG,29,CHO,23,7.6,0.3,,0.3,,,0.0,0.0,0.1,0.9,0.8,466,2018
Edmond Sumner,PG,22,IND,1,2.0,1.0,1.0,0.0,0.0,,1.0,0.0,0.0,1.0,2.0,467,2018
Caleb Swanigan,PF,20,POR,27,7.0,0.9,2.2,0.0,0.3,,1.9,0.4,0.7,1.4,2.3,468,2018
Jayson Tatum,SF,19,BOS,80,30.5,5.0,10.4,1.3,3.0,3.7,7.4,2.7,3.2,2.1,13.9,469,2018
Isaiah Taylor,PG,23,ATL,67,17.4,2.4,5.8,0.3,1.2,2.1,4.6,1.5,2.1,1.7,6.6,470,2018
Jeff Teague,PG,29,MIN,70,33.0,5.1,,1.2,3.3,3.9,8.1,2.9,3.4,2.4,14.2,471,2018
Marquis Teague,PG,24,MEM,3,24.7,1.3,5.3,0.3,1.3,,4.0,0.7,1.7,1.7,3.7,472,2018
Mirza Teletović,PF,32,MIL,10,15.9,2.5,,2.1,4.5,,1.2,0.0,0.0,1.4,7.1,473,2018
Garrett Temple,SG,31,SAC,65,24.8,3.1,,1.4,,1.7,3.8,0.9,1.2,2.1,8.4,474,2018
Miloš Teodosić,PG,30,LAC,45,25.2,3.4,,2.0,5.2,1.4,2.8,0.9,1.0,2.3,9.5,475,2018
Jason Terry,SG,40,MIL,51,16.0,1.2,,0.8,,0.4,0.8,0.2,0.2,1.0,3.3,476,2018
Daniel Theis,C,25,BOS,63,14.9,2.0,,0.3,0.9,1.7,2.8,1.0,1.3,2.5,5.3,477,2018
Isaiah Thomas,PG,28,TOT,32,26.9,4.9,,1.7,5.9,,7.3,3.7,4.1,1.8,15.2,478,2018
Isaiah Thomas,PG,28,CLE,15,27.1,4.7,,1.5,5.8,,7.1,3.9,4.5,1.7,14.7,478,2018
Isaiah Thomas,PG,28,LAL,17,26.8,5.1,,1.9,5.9,,7.4,3.4,3.7,1.9,15.6,478,2018
Lance Thomas,PF,29,NYK,73,18.5,1.4,,0.7,1.7,0.7,2.0,0.6,0.7,1.8,4.1,479,2018
Klay Thompson,SG,27,GSW,73,34.3,7.9,,3.1,,4.7,9.0,1.1,1.3,1.6,20.0,480,2018
Tristan Thompson,C,26,CLE,53,20.2,2.5,,0.0,0.0,2.5,4.4,0.8,1.5,1.9,5.8,481,2018
Sindarius Thornwell,SG,23,LAC,73,15.8,1.4,3.2,0.3,,1.1,2.4,0.8,1.2,1.7,3.9,482,2018
Anthony Tolliver,PF,32,DET,79,22.2,2.8,,2.0,4.6,0.8,1.4,1.3,1.7,1.8,8.9,483,2018
Karl-Anthony Towns,C,22,MIN,82,35.6,7.8,14.3,1.5,3.5,6.3,10.8,4.2,4.9,3.5,21.3,484,2018
P.J. Tucker,PF,32,HOU,82,27.8,2.1,,1.4,3.8,0.7,1.6,0.5,0.7,2.5,6.1,485,2018
Evan Turner,SF,29,POR,79,25.7,3.3,,0.5,1.7,2.7,5.6,1.2,1.4,2.1,8.2,486,2018
Myles Turner,C,21,IND,65,28.2,4.7,9.8,0.9,2.4,3.8,7.4,2.5,3.2,2.9,12.7,487,2018
Ekpe Udoh,C,30,UTA,63,12.9,1.0,,0.0,0.0,1.0,1.9,0.7,0.9,1.7,2.6,488,2018
Tyler Ulis,PG,22,PHO,71,23.4,3.0,7.8,0.6,2.1,2.4,5.7,1.2,1.4,1.7,7.8,489,2018
Jonas Valančiūnas,C,25,TOR,77,22.4,5.1,,0.4,1.0,4.7,8.0,2.2,2.7,2.5,12.7,490,2018
Denzel Valentine,SG,24,CHI,77,27.2,3.9,9.4,1.9,,2.1,4.6,0.5,0.7,2.4,10.2,491,2018
Fred VanVleet,PG,23,TOR,76,20.0,3.1,7.2,1.4,3.4,1.6,3.7,1.1,1.3,1.7,8.6,492,2018
Rashad Vaughn,SG,21,TOT,28,7.6,0.8,2.0,0.5,,,0.7,0.1,0.2,0.5,2.3,493,2018
Rashad Vaughn,SG,21,MIL,22,7.9,1.0,2.3,0.6,,,0.7,0.2,0.3,0.5,2.7,493,2018
Rashad Vaughn,SG,21,BRK,1,4.0,0.0,0.0,0.0,,,0.0,0.0,0.0,1.0,0.0,493,2018
Rashad Vaughn,SG,21,ORL,5,7.0,0.4,1.2,0.2,,,0.8,0.0,0.0,0.4,1.0,493,2018
Noah Vonleh,PF,22,TOT,54,16.2,1.9,4.3,0.4,1.2,1.6,3.1,0.7,1.1,1.3,4.9,494,2018
Noah Vonleh,PF,22,POR,33,14.4,1.4,2.9,0.1,0.2,,2.7,0.7,0.9,1.3,3.6,494,2018
Noah Vonleh,PF,22,CHI,21,19.0,2.7,6.6,0.9,2.9,,3.7,0.6,1.3,1.2,6.9,494,2018
Nikola Vučević,C,27,ORL,57,29.5,7.0,,1.1,3.6,5.9,11.2,1.4,1.6,2.5,16.5,495,2018
Dwyane Wade,SG,36,TOT,67,22.9,4.5,,0.5,,4.0,8.5,2.0,2.8,1.9,11.4,496,2018
Dwyane Wade,SG,36,CLE,46,23.2,4.3,,0.5,,3.8,7.9,2.0,2.9,1.8,11.2,496,2018
Dwyane Wade,SG,36,MIA,21,22.2,4.8,,0.4,,,9.8,2.0,2.6,1.9,12.0,496,2018
Dion Waiters,SG,26,MIA,30,30.6,5.4,,1.7,,,8.0,1.7,2.3,2.0,14.3,497,2018
Kemba Walker,PG,27,CHO,80,34.2,7.4,,2.9,7.5,4.5,9.5,4.5,5.3,1.2,22.1,498,2018
John Wall,PG,27,WAS,41,34.4,6.8,,1.5,4.1,5.3,12.2,4.3,5.9,2.0,19.4,499,2018
Tyrone Wallace,PG,23,LAC,30,28.4,3.7,8.2,0.3,1.3,,6.9,2.0,2.6,2.8,9.7,500,2018
Derrick Walton,PG,22,MIA,16,9.2,0.5,1.6,0.4,1.1,,0.5,0.4,0.4,0.4,1.8,501,2018
Jameel Warney,PF,24,DAL,3,9.0,2.3,4.0,0.0,0.0,,4.0,1.0,1.7,0.7,5.7,502,2018
T.J. Warren,SF,24,PHO,65,33.0,8.1,16.4,0.3,1.4,7.8,15.0,3.0,3.9,2.3,19.6,503,2018
Travis Wear,SF,27,LAL,17,13.4,1.5,,1.0,2.8,,1.5,0.5,0.5,1.8,4.4,504,2018
James Webb III,SF,24,BRK,10,12.0,0.6,2.4,0.4,1.9,,0.5,0.0,0.0,1.0,1.6,505,2018
Briante Weber,PG,25,TOT,18,13.2,1.1,,0.2,0.6,,1.8,0.4,0.6,1.6,2.8,506,2018
Briante Weber,PG,25,HOU,13,9.1,0.7,,0.3,0.7,,1.0,0.3,0.3,1.4,2.0,506,2018
Briante Weber,PG,25,MEM,5,23.8,2.0,,0.0,0.4,,3.8,0.8,1.2,2.0,4.8,506,2018
David West,C,37,GSW,73,13.7,3.0,,0.0,0.1,2.9,5.1,0.8,1.1,1.6,6.8,507,2018
Russell Westbrook,PG,29,OKC,80,36.4,9.5,,1.2,4.1,8.3,17.0,5.2,7.1,2.5,25.4,508,2018
Andrew White,SF,24,ATL,15,13.9,1.7,4.9,1.2,3.3,,1.6,0.1,0.3,0.8,4.6,509,2018
Derrick White,PG,23,SAS,17,8.2,0.9,1.9,0.5,0.8,,1.2,0.8,1.2,0.5,3.2,510,2018
Okaro White,PF,25,MIA,6,13.3,1.2,,0.7,1.8,,0.8,0.3,0.5,1.0,3.3,511,2018
Isaiah Whitehead,PG,22,BRK,16,11.3,2.5,5.4,0.4,1.1,,4.3,0.8,1.2,1.4,6.3,512,2018
Hassan Whiteside,C,28,MIA,54,25.3,5.8,,0.0,0.0,5.7,10.7,2.4,3.4,2.4,14.0,513,2018
Andrew Wiggins,SF,22,MIN,82,36.3,6.9,15.9,1.4,4.1,5.6,11.7,2.5,3.8,2.0,17.7,514,2018
Jacob Wiley,PF,23,BRK,5,6.6,0.2,0.8,0.2,0.4,,0.4,0.2,0.4,0.8,0.8,515,2018
Damien Wilkins,SF,38,IND,19,8.0,0.7,,0.2,0.9,,1.1,0.2,0.2,0.4,1.7,516,2018
Alan Williams,PF,25,PHO,5,14.0,1.4,,0.0,0.0,,3.6,1.2,1.8,2.6,4.0,517,2018
C.J. Williams,SG,27,LAC,38,18.6,2.3,,0.6,,1.7,3.1,0.3,0.4,1.7,5.5,518,2018
Derrick Williams,PF,26,LAL,2,4.5,0.5,,0.0,1.0,,1.0,0.0,0.0,0.0,1.0,519,2018
Lou Williams,SG,31,LAC,79,32.8,7.4,,2.4,,5.0,10.4,5.5,6.2,1.3,22.6,520,2018
Marvin Williams,PF,31,CHO,78,25.7,3.3,,1.6,3.9,1.7,3.3,1.3,1.6,1.5,9.5,521,2018
Matt Williams,SG,24,MIA,3,3.7,0.7,2.0,0.3,,,0.3,0.0,0.0,0.3,1.7,522,2018
Troy Williams,SF,23,TOT,21,14.6,2.4,5.2,0.5,1.8,,3.4,1.0,1.4,1.6,6.3,523,2018
Troy Williams,SF,23,HOU,4,4.3,0.5,2.3,0.0,1.3,,1.0,0.3,0.8,0.5,1.3,523,2018
Troy Williams,SF,23,NYK,17,17.1,2.9,5.9,0.6,1.9,,3.9,1.1,1.6,1.9,7.5,523,2018
